"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7"
"CENPM","0.146","0.592","0.339","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"CEP152","0.103","0.592","0.108","1","hsa-miR-1229-3p","","","","","",""
"CEP350","0.246","0.592","0.280","1","hsa-miR-1229-3p","","","","","",""
"CEP76","0.230","0.592","0.259","1","hsa-miR-4722-3p","","","","","",""
"CEPT1","0.132","0.592","0.140","1","hsa-miR-1253","","","","","",""
"CERS4","0.281","0.592","0.523","2","hsa-miR-4722-3p","hsa-miR-660-5p","","","","",""
"CES2","0.0301","0.592","0.230","3","hsa-miR-7854-3p","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"CHAF1B","0.208","0.592","0.426","2","hsa-miR-371b-5p","hsa-miR-7703","","","","",""
"CHCHD10","0.230","0.592","0.259","1","hsa-miR-5591-5p","","","","","",""
"CHCHD2","0.0630","0.592","0.0646","1","hsa-miR-1229-3p","","","","","",""
"CHCHD7","0.113","0.592","0.119","1","hsa-miR-4282","","","","","",""
"CHEK1","0.107","0.592","0.280","2","hsa-miR-4524b-5p","hsa-miR-7703","","","","",""
"CHERP","0.0762","0.592","0.334","3","hsa-miR-4749-5p","hsa-miR-5591-5p","hsa-miR-6769b-5p","","","",""
"CHMP3","0.0802","0.592","0.237","2","hsa-miR-5587-5p","hsa-miR-371b-5p","","","","",""
"CHRFAM7A","0.339","0.592","0.409","1","hsa-miR-7703","","","","","",""
"CHST12","0.263","0.592","0.302","1","hsa-miR-4722-3p","","","","","",""
"CHST2","0.178","0.592","0.194","1","hsa-miR-371b-5p","","","","","",""
"CHST6","0.216","0.592","0.436","2","hsa-miR-371b-5p","hsa-miR-7703","","","","",""
"CKS1B","0.325","0.592","0.388","1","hsa-miR-4722-3p","","","","","",""
"CLASP1","0.150","0.592","0.345","2","hsa-miR-6722-3p","hsa-miR-6769b-5p","","","","",""
"CLCN5","0.204","0.592","0.226","1","hsa-miR-6722-3p","","","","","",""
"CLCN7","0.287","0.592","0.334","1","hsa-miR-4749-5p","","","","","",""
"CLDN16","0.0899","0.592","0.253","2","hsa-miR-548h-5p","hsa-miR-4722-3p","","","","",""
"CLIC5","0.0192","0.592","0.194","3","hsa-miR-4282","hsa-miR-6802-3p","hsa-miR-412-3p","","","",""
"CLLU1OS","0.141","0.592","0.151","1","hsa-miR-1229-3p","","","","","",""
"CLMP","0.271","0.592","0.312","1","hsa-miR-7703","","","","","",""
"CLPB","0.162","0.592","0.467","3","hsa-miR-371b-5p","hsa-miR-4722-3p","hsa-miR-6769b-5p","","","",""
"CLPX","0.302","0.592","0.356","1","hsa-miR-4722-3p","","","","","",""
"CLSTN3","0.169","0.592","0.183","1","hsa-miR-1229-3p","","","","","",""
"CLUAP1","0.0822","0.592","0.345","3","hsa-miR-7151-5p","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"CMSS1","0.204","0.592","0.226","1","hsa-miR-4282","","","","","",""
"CMTR1","0.0424","0.592","0.0431","1","hsa-miR-412-3p","","","","","",""
"CNDP1","0.0965","0.592","0.264","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"CNGB1","0.150","0.592","0.162","1","hsa-miR-371b-5p","","","","","",""
"CNIH1","0.317","0.592","0.377","1","hsa-miR-7703","","","","","",""
"CNKSR2","0.195","0.592","0.215","1","hsa-miR-6847-3p","","","","","",""
"CNNM1","0.0108","0.592","0.0808","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","","",""
"CNOT2","0.169","0.592","0.183","1","hsa-miR-7703","","","","","",""
"COCH","0.213","0.592","0.237","1","hsa-miR-4282","","","","","",""
"COL1A1","0.0842","0.592","0.348","3","hsa-miR-412-3p","hsa-miR-1253","hsa-miR-4741","","","",""
"COL22A1","0.0630","0.592","0.0646","1","hsa-miR-5587-5p","","","","","",""
"COL4A3BP","0.237","0.592","0.463","2","hsa-miR-660-5p","hsa-miR-6769b-5p","","","","",""
"COLEC12","0.339","0.592","0.409","1","hsa-miR-1253","","","","","",""
"COMMD2","0.0834","0.592","0.242","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"COMMD9","0.230","0.592","0.259","1","hsa-miR-6829-3p","","","","","",""
"COPS8","0.0679","0.592","0.215","2","hsa-miR-4282","hsa-miR-7703","","","","",""
"COQ10B","0.310","0.592","0.366","1","hsa-miR-371b-5p","","","","","",""
"CORO2A","0.317","0.592","0.377","1","hsa-miR-4722-3p","","","","","",""
"CORO7","0.339","0.592","0.409","1","hsa-miR-6722-3p","","","","","",""
"COX6B1","0.132","0.592","0.496","4","hsa-miR-4524b-5p","hsa-miR-4741","hsa-miR-6847-3p","hsa-miR-7703","","",""
"COX6C","0.287","0.592","0.334","1","hsa-miR-449c-3p","","","","","",""
"COX8A","0.238","0.592","0.269","1","hsa-miR-7854-3p","","","","","",""
"CPE","0.285","0.592","0.528","2","hsa-miR-7703","hsa-miR-6847-3p","","","","",""
"CPM","0.338","0.592","0.598","2","hsa-miR-4722-3p","hsa-miR-371b-5p","","","","",""
"CPNE1","0.0930","0.592","0.0970","1","hsa-miR-1229-3p","","","","","",""
"CPT1B","0.169","0.592","0.183","1","hsa-miR-1229-3p","","","","","",""
"CREM","0.178","0.592","0.194","1","hsa-miR-4722-3p","","","","","",""
"CRISP3","0.0108","0.592","0.0108","1","hsa-miR-1229-3p","","","","","",""
"CRISPLD2","0.264","0.592","0.596","3","hsa-miR-7854-3p","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"CRTAP","0.162","0.592","0.361","2","hsa-miR-7854-3p","hsa-miR-134-3p","","","","",""
"CRTC2","0.230","0.592","0.259","1","hsa-miR-4722-3p","","","","","",""
"CSDE1","0.158","0.592","0.356","2","hsa-miR-1229-3p","hsa-miR-412-3p","","","","",""
"CSE1L","0.0379","0.592","0.251","3","hsa-miR-548h-5p","hsa-miR-371b-5p","hsa-miR-7703","","","",""
"CSK","0.294","0.592","0.345","1","hsa-miR-6769b-5p","","","","","",""
"CSTF2T","0.263","0.592","0.302","1","hsa-miR-4282","","","","","",""
"CTBP1","0.238","0.592","0.269","1","hsa-miR-1253","","","","","",""
"CTBS","0.122","0.592","0.129","1","hsa-miR-6847-3p","","","","","",""
"CTC1","0.273","0.592","0.512","2","hsa-miR-4749-5p","hsa-miR-5585-3p","","","","",""
"CTCF","0.150","0.592","0.162","1","hsa-miR-1229-3p","","","","","",""
"CTDSPL","0.317","0.592","0.377","1","hsa-miR-4524b-5p","","","","","",""
"CTNNBL1","0.195","0.592","0.215","1","hsa-miR-1229-3p","","","","","",""
"CTNS","0.0649","0.592","0.210","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"CTSB","0.246","0.592","0.280","1","hsa-miR-7854-3p","","","","","",""
"CTTN","0.0508","0.592","0.183","2","hsa-miR-6847-3p","hsa-miR-4749-5p","","","","",""
"CWF19L1","0.263","0.592","0.302","1","hsa-miR-371b-5p","","","","","",""
"CXCR2","0.178","0.592","0.194","1","hsa-miR-6802-3p","","","","","",""
"CXCR5","0.150","0.592","0.162","1","hsa-miR-1229-3p","","","","","",""
"CYB561A3","0.238","0.592","0.269","1","hsa-miR-412-3p","","","","","",""
"CYB5R3","0.132","0.592","0.140","1","hsa-miR-6847-3p","","","","","",""
"CYP11A1","0.204","0.592","0.226","1","hsa-miR-6769b-5p","","","","","",""
"CYP1A2","0.150","0.592","0.162","1","hsa-miR-7703","","","","","",""
"CYP20A1","0.126","0.592","0.487","4","hsa-miR-6722-3p","hsa-miR-548h-5p","hsa-miR-371b-5p","hsa-miR-6847-3p","","",""
"CYP26B1","0.204","0.592","0.226","1","hsa-miR-4524b-5p","","","","","",""
"CYP2C19","0.310","0.592","0.366","1","hsa-miR-7703","","","","","",""
"CYP4A22","0.332","0.592","0.399","1","hsa-miR-6769b-5p","","","","","",""
"CYP4F3","0.178","0.592","0.194","1","hsa-miR-7703","","","","","",""
"CYTIP","0.325","0.592","0.388","1","hsa-miR-371b-5p","","","","","",""
"DAAM1","0.178","0.592","0.194","1","hsa-miR-3130-3p","","","","","",""
"DAG1","0.0930","0.592","0.0970","1","hsa-miR-1229-3p","","","","","",""
"DAND5","0.195","0.592","0.215","1","hsa-miR-7703","","","","","",""
"DAO","0.204","0.592","0.226","1","hsa-miR-4741","","","","","",""
"DARS2","0.216","0.592","0.436","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"DBNDD1","0.160","0.592","0.172","1","hsa-miR-5591-5p","","","","","",""
"DBNL","0.141","0.592","0.151","1","hsa-miR-371b-5p","","","","","",""
"DCAF10","0.0455","0.592","0.172","2","hsa-miR-1253","hsa-miR-6829-3p","","","","",""
"DCAF12L2","0.113","0.592","0.119","1","hsa-miR-7151-5p","","","","","",""
"DCAF17","0.0771","0.592","0.232","2","hsa-miR-371b-5p","hsa-miR-4524b-5p","","","","",""
"DCAF7","0.113","0.592","0.469","4","hsa-miR-1229-3p","hsa-miR-4282","hsa-miR-1253","hsa-miR-6769b-5p","","",""
"DCDC2","0.160","0.592","0.172","1","hsa-miR-371b-5p","","","","","",""
"DCLK3","0.213","0.592","0.237","1","hsa-miR-371b-5p","","","","","",""
"DCP1A","0.0591","0.592","0.199","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"DCTD","0.0831","0.592","0.0862","1","hsa-miR-1229-3p","","","","","",""
"DCTN4","0.00908","0.592","0.147","3","hsa-miR-4282","hsa-miR-218-2-3p","hsa-miR-6774-3p","","","",""
"DCUN1D2","0.230","0.592","0.259","1","hsa-miR-371b-5p","","","","","",""
"DCX","0.294","0.592","0.345","1","hsa-miR-4282","","","","","",""
"DDHD1","0.302","0.592","0.356","1","hsa-miR-7151-5p","","","","","",""
"DDN","0.302","0.592","0.356","1","hsa-miR-7854-3p","","","","","",""
"DDX19B","0.0990","0.592","0.373","3","hsa-miR-3130-3p","hsa-miR-6829-3p","hsa-miR-371b-5p","","","",""
"DDX23","0.0831","0.592","0.0862","1","hsa-miR-1229-3p","","","","","",""
"DDX3X","0.131","0.592","0.424","3","hsa-miR-4524b-5p","hsa-miR-7703","hsa-miR-4282","","","",""
"DDX51","0.141","0.592","0.151","1","hsa-miR-4722-3p","","","","","",""
"DECR1","0.213","0.592","0.237","1","hsa-miR-4524b-5p","","","","","",""
"DEFB105A","0.0104","0.592","0.154","3","hsa-miR-6847-3p","hsa-miR-7703","hsa-miR-371b-5p","","","",""
"DEFB105B","0.0104","0.592","0.154","3","hsa-miR-6847-3p","hsa-miR-7703","hsa-miR-371b-5p","","","",""
"DENND2C","0.317","0.592","0.377","1","hsa-miR-7703","","","","","",""
"DENND5B","0.249","0.592","0.479","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"DENND6B","0.230","0.592","0.259","1","hsa-miR-6847-3p","","","","","",""
"DEPDC1B","0.271","0.592","0.312","1","hsa-miR-4282","","","","","",""
"DFFA","0.277","0.592","0.517","2","hsa-miR-371b-5p","hsa-miR-6829-3p","","","","",""
"DGKD","0.132","0.592","0.140","1","hsa-miR-412-3p","","","","","",""
"DHTKD1","0.169","0.592","0.372","2","hsa-miR-5585-3p","hsa-miR-4722-3p","","","","",""
"DIO2","0.0207","0.592","0.113","2","hsa-miR-4282","hsa-miR-6829-3p","","","","",""
"DIP2C","0.213","0.592","0.237","1","hsa-miR-1253","","","","","",""
"DIRAS1","0.279","0.592","0.323","1","hsa-miR-6769b-5p","","","","","",""
"DIRAS2","0.213","0.592","0.237","1","hsa-miR-7854-3p","","","","","",""
"DLC1","0.212","0.592","0.431","2","hsa-miR-6722-3p","hsa-miR-412-3p","","","","",""
"DLEU1","0.287","0.592","0.334","1","hsa-miR-371b-5p","","","","","",""
"DMRT2","0.0932","0.592","0.259","2","hsa-miR-1253","hsa-miR-4741","","","","",""
"DMTF1","0.213","0.592","0.237","1","hsa-miR-4524b-5p","","","","","",""
"DNAJA4","0.103","0.592","0.108","1","hsa-miR-412-3p","","","","","",""
"DNAJC30","0.238","0.592","0.269","1","hsa-miR-4722-3p","","","","","",""
"DNAJC6","0.122","0.592","0.129","1","hsa-miR-1227-5p","","","","","",""
"DNAJC9","0.187","0.592","0.205","1","hsa-miR-1229-3p","","","","","",""
"DNAL1","0.273","0.592","0.607","3","hsa-miR-7703","hsa-miR-6847-3p","hsa-miR-4722-3p","","","",""
"DNASE2","0.0679","0.592","0.215","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","","",""
"DNMBP","0.160","0.592","0.172","1","hsa-miR-1227-5p","","","","","",""
"DNMT3A","0.310","0.592","0.366","1","hsa-miR-4722-3p","","","","","",""
"DNTTIP2","0.338","0.592","0.598","2","hsa-miR-5585-3p","hsa-miR-371b-5p","","","","",""
"DOCK4","0.187","0.592","0.205","1","hsa-miR-412-3p","","","","","",""
"DOCK7","0.146","0.592","0.339","2","hsa-miR-5585-3p","hsa-miR-7703","","","","",""
"DOT1L","0.0125","0.592","0.165","3","hsa-miR-412-3p","hsa-miR-1227-5p","hsa-miR-5585-3p","","","",""
"DPH2","0.279","0.592","0.323","1","hsa-miR-6722-3p","","","","","",""
"DPY19L1","0.110","0.592","0.285","2","hsa-miR-5585-3p","hsa-miR-1227-5p","","","","",""
"DROSHA","0.230","0.592","0.259","1","hsa-miR-371b-5p","","","","","",""
"DSEL","0.232","0.592","0.458","2","hsa-miR-4282","hsa-miR-7703","","","","",""
"DST","0.317","0.592","0.377","1","hsa-miR-3130-3p","","","","","",""
"DSTN","0.271","0.592","0.312","1","hsa-miR-412-3p","","","","","",""
"DTX2","0.213","0.592","0.237","1","hsa-miR-6722-3p","","","","","",""
"DTX3L","0.103","0.592","0.275","2","hsa-miR-7703","hsa-miR-4282","","","","",""
"DUOX2","0.141","0.592","0.151","1","hsa-miR-6829-3p","","","","","",""
"DUSP14","0.294","0.592","0.345","1","hsa-miR-4749-5p","","","","","",""
"DUSP3","0.0591","0.592","0.199","2","hsa-miR-6847-3p","hsa-miR-4282","","","","",""
"DUSP9","0.294","0.592","0.345","1","hsa-miR-7854-3p","","","","","",""
"DUXA","0.160","0.592","0.172","1","hsa-miR-4722-3p","","","","","",""
"DYNC2LI1","0.187","0.592","0.205","1","hsa-miR-412-3p","","","","","",""
"DYNLL2","0.245","0.592","0.474","2","hsa-miR-660-5p","hsa-miR-4524b-5p","","","","",""
"DYRK4","0.339","0.592","0.409","1","hsa-miR-4282","","","","","",""
"E2F2","0.0632","0.592","0.309","3","hsa-miR-4722-3p","hsa-miR-134-3p","hsa-miR-6829-3p","","","",""
"E2F5","0.246","0.592","0.280","1","hsa-miR-218-2-3p","","","","","",""
"ECHDC3","0.246","0.592","0.280","1","hsa-miR-4722-3p","","","","","",""
"EDEM3","0.208","0.592","0.426","2","hsa-miR-412-3p","hsa-miR-4282","","","","",""
"EDN3","0.150","0.592","0.162","1","hsa-miR-4282","","","","","",""
"EED","0.255","0.592","0.291","1","hsa-miR-412-3p","","","","","",""
"EEF1A2","0.0831","0.592","0.0862","1","hsa-miR-412-3p","","","","","",""
"EEF1AKMT2","0.103","0.592","0.108","1","hsa-miR-412-3p","","","","","",""
"EEF2","0.212","0.592","0.431","2","hsa-miR-1229-3p","hsa-miR-4282","","","","",""
"EFEMP2","0.141","0.592","0.151","1","hsa-miR-6829-3p","","","","","",""
"EFNA5","0.132","0.592","0.318","2","hsa-miR-548h-5p","hsa-miR-6829-3p","","","","",""
"EFNB2","0.332","0.592","0.399","1","hsa-miR-4524b-5p","","","","","",""
"EGLN2","0.122","0.592","0.129","1","hsa-miR-6829-3p","","","","","",""
"EHD4","0.0679","0.592","0.215","2","hsa-miR-371b-5p","hsa-miR-7703","","","","",""
"EID2B","0.325","0.592","0.388","1","hsa-miR-4722-3p","","","","","",""
"EIF2AK4","0.0831","0.592","0.0862","1","hsa-miR-4282","","","","","",""
"EIF5A2","0.193","0.592","0.404","2","hsa-miR-412-3p","hsa-miR-7703","","","","",""
"EIF5AL1","0.124","0.592","0.413","3","hsa-miR-1253","hsa-miR-412-3p","hsa-miR-4741","","","",""
"ELAVL4","0.213","0.592","0.237","1","hsa-miR-371b-5p","","","","","",""
"ELFN2","0.281","0.592","0.523","2","hsa-miR-5591-5p","hsa-miR-6722-3p","","","","",""
"ELOVL1","0.213","0.592","0.237","1","hsa-miR-5587-5p","","","","","",""
"EMC2","0.160","0.592","0.172","1","hsa-miR-6847-3p","","","","","",""
"EMC7","0.146","0.592","0.339","2","hsa-miR-4282","hsa-miR-4722-3p","","","","",""
"EMC8","0.178","0.592","0.194","1","hsa-miR-3130-3p","","","","","",""
"EML1","0.0528","0.592","0.0539","1","hsa-miR-1229-3p","","","","","",""
"EMX2","0.302","0.592","0.356","1","hsa-miR-4722-3p","","","","","",""
"ENAH","0.261","0.592","0.496","2","hsa-miR-4282","hsa-miR-412-3p","","","","",""
"ENG","0.169","0.592","0.183","1","hsa-miR-6722-3p","","","","","",""
"ENPP1","0.310","0.592","0.366","1","hsa-miR-7703","","","","","",""
"ENPP5","0.122","0.592","0.409","3","hsa-miR-1253","hsa-miR-660-5p","hsa-miR-548h-5p","","","",""
"ENPP6","0.230","0.592","0.259","1","hsa-miR-4282","","","","","",""
"ENSA","0.0802","0.592","0.237","2","hsa-miR-6829-3p","hsa-miR-371b-5p","","","","",""
"EPB41L2","0.0831","0.592","0.0862","1","hsa-miR-1229-3p","","","","","",""
"EPC1","0.113","0.592","0.119","1","hsa-miR-4282","","","","","",""
"EPN2","0.213","0.592","0.237","1","hsa-miR-4282","","","","","",""
"ERC1","0.169","0.592","0.372","2","hsa-miR-1229-3p","hsa-miR-5591-5p","","","","",""
"ERCC6L","0.246","0.592","0.280","1","hsa-miR-6722-3p","","","","","",""
"ERCC6L2","0.107","0.592","0.280","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","","",""
"ERH","0.339","0.592","0.409","1","hsa-miR-548h-5p","","","","","",""
"ERI1","0.271","0.592","0.312","1","hsa-miR-371b-5p","","","","","",""
"ERRFI1","0.310","0.592","0.366","1","hsa-miR-5585-3p","","","","","",""
"ESRRB","0.0930","0.592","0.0970","1","hsa-miR-6769b-5p","","","","","",""
"ETFDH","0.0429","0.592","0.167","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","","",""
"ETNK1","0.0686","0.592","0.320","3","hsa-miR-548h-5p","hsa-miR-4282","hsa-miR-6847-3p","","","",""
"EXOG","0.150","0.592","0.162","1","hsa-miR-4722-3p","","","","","",""
"EXOSC10","0.169","0.592","0.183","1","hsa-miR-6829-3p","","","","","",""
"EXT1","0.0740","0.592","0.226","2","hsa-miR-4524b-5p","hsa-miR-134-3p","","","","",""
"EXTL3","0.0243","0.592","0.212","3","hsa-miR-5591-5p","hsa-miR-6847-3p","hsa-miR-134-3p","","","",""
"F11R","0.255","0.592","0.291","1","hsa-miR-7703","","","","","",""
"F2R","0.332","0.592","0.399","1","hsa-miR-4749-5p","","","","","",""
"FADS6","0.249","0.592","0.479","2","hsa-miR-4741","hsa-miR-134-3p","","","","",""
"FAIM2","0.141","0.592","0.151","1","hsa-miR-6829-3p","","","","","",""
"FAM102A","0.287","0.592","0.334","1","hsa-miR-7854-3p","","","","","",""
"FAM107A","0.263","0.592","0.302","1","hsa-miR-4282","","","","","",""
"FAM129B","0.261","0.592","0.496","2","hsa-miR-1227-5p","hsa-miR-7854-3p","","","","",""
"FAM136A","0.0679","0.592","0.215","2","hsa-miR-6769b-5p","hsa-miR-4722-3p","","","","",""
"FAM151B","0.0632","0.592","0.309","3","hsa-miR-1253","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"FAM153B","0.00582","0.592","0.126","3","hsa-miR-6829-3p","hsa-miR-5585-3p","hsa-miR-4722-3p","","","",""
"FAM169A","0.103","0.592","0.108","1","hsa-miR-5585-3p","","","","","",""
"FAM199X","0.0333","0.592","0.145","2","hsa-miR-1253","hsa-miR-6802-3p","","","","",""
"FAM19A3","0.141","0.592","0.151","1","hsa-miR-134-3p","","","","","",""
"FAM20B","0.0740","0.592","0.226","2","hsa-miR-449c-3p","hsa-miR-218-2-3p","","","","",""
"FAM221B","0.271","0.592","0.312","1","hsa-miR-660-5p","","","","","",""
"FAM229B","0.0421","0.592","0.262","3","hsa-miR-4524b-5p","hsa-miR-6829-3p","hsa-miR-1229-3p","","","",""
"FAM241A","0.288","0.592","0.625","3","hsa-miR-6829-3p","hsa-miR-4722-3p","hsa-miR-3130-3p","","","",""
"FAM49B","0.187","0.592","0.205","1","hsa-miR-1253","","","","","",""
"FAM57A","0.195","0.592","0.215","1","hsa-miR-449c-3p","","","","","",""
"FAM69C","0.169","0.592","0.183","1","hsa-miR-449c-3p","","","","","",""
"FAM98A","0.178","0.592","0.194","1","hsa-miR-6829-3p","","","","","",""
"FAM9B","0.325","0.592","0.388","1","hsa-miR-371b-5p","","","","","",""
"FANCM","0.230","0.592","0.259","1","hsa-miR-4722-3p","","","","","",""
"FAR2","0.178","0.592","0.194","1","hsa-miR-371b-5p","","","","","",""
"FASLG","0.221","0.592","0.248","1","hsa-miR-7703","","","","","",""
"FASTK","0.230","0.592","0.259","1","hsa-miR-134-3p","","","","","",""
"FBLN5","0.160","0.592","0.172","1","hsa-miR-7854-3p","","","","","",""
"FBXL18","0.159","0.592","0.463","3","hsa-miR-5585-3p","hsa-miR-4524b-5p","hsa-miR-6722-3p","","","",""
"FBXO28","0.121","0.592","0.302","2","hsa-miR-660-5p","hsa-miR-371b-5p","","","","",""
"FBXO36","0.150","0.592","0.162","1","hsa-miR-6847-3p","","","","","",""
"FBXO45","0.132","0.592","0.318","2","hsa-miR-6769b-5p","hsa-miR-7854-3p","","","","",""
"FBXO47","0.0436","0.592","0.266","3","hsa-miR-4722-3p","hsa-miR-371b-5p","hsa-miR-7703","","","",""
"FCAR","0.150","0.592","0.162","1","hsa-miR-4722-3p","","","","","",""
"FCHSD2","0.187","0.592","0.205","1","hsa-miR-6829-3p","","","","","",""
"FDFT1","0.279","0.592","0.323","1","hsa-miR-4722-3p","","","","","",""
"FEM1A","0.229","0.592","0.617","4","hsa-miR-7854-3p","hsa-miR-6829-3p","hsa-miR-4722-3p","hsa-miR-6769b-5p","","",""
"FEN1","0.0649","0.592","0.210","2","hsa-miR-1229-3p","hsa-miR-1253","","","","",""
"FER","0.279","0.592","0.323","1","hsa-miR-5585-3p","","","","","",""
"FEZ2","0.150","0.592","0.162","1","hsa-miR-4282","","","","","",""
"FFAR4","0.317","0.592","0.377","1","hsa-miR-3130-3p","","","","","",""
"FGB","0.178","0.592","0.194","1","hsa-miR-5587-5p","","","","","",""
"FGD1","0.113","0.592","0.119","1","hsa-miR-7151-5p","","","","","",""
"FGF19","0.0277","0.592","0.223","3","hsa-miR-4741","hsa-miR-6769b-5p","hsa-miR-7854-3p","","","",""
"FGF5","0.279","0.592","0.323","1","hsa-miR-371b-5p","","","","","",""
"FGFR4","0.263","0.592","0.302","1","hsa-miR-6722-3p","","","","","",""
"FGFRL1","0.195","0.592","0.215","1","hsa-miR-3130-3p","","","","","",""
"FHL2","0.0650","0.592","0.312","3","hsa-miR-412-3p","hsa-miR-7703","hsa-miR-4282","","","",""
"FIBCD1","0.0965","0.592","0.264","2","hsa-miR-412-3p","hsa-miR-5591-5p","","","","",""
"FIGN","0.154","0.592","0.350","2","hsa-miR-5585-3p","hsa-miR-1253","","","","",""
"FKBP14","0.326","0.592","0.582","2","hsa-miR-5587-5p","hsa-miR-4722-3p","","","","",""
"FKBP4","0.294","0.592","0.345","1","hsa-miR-1253","","","","","",""
"FKBP9","0.310","0.592","0.366","1","hsa-miR-4282","","","","","",""
"FKTN","0.110","0.592","0.285","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"FLYWCH2","0.121","0.592","0.302","2","hsa-miR-371b-5p","hsa-miR-6829-3p","","","","",""
"FMN2","0.0424","0.592","0.0431","1","hsa-miR-4282","","","","","",""
"FMNL2","0.339","0.592","0.409","1","hsa-miR-1229-3p","","","","","",""
"FNDC3B","0.245","0.592","0.474","2","hsa-miR-371b-5p","hsa-miR-4749-5p","","","","",""
"FOLR1","0.169","0.592","0.372","2","hsa-miR-5591-5p","hsa-miR-134-3p","","","","",""
"FOSL2","0.0169","0.592","0.253","4","hsa-miR-7703","hsa-miR-6769b-5p","hsa-miR-6847-3p","hsa-miR-7151-5p","","",""
"FOXA1","0.294","0.592","0.345","1","hsa-miR-218-2-3p","","","","","",""
"FOXH1","0.187","0.592","0.205","1","hsa-miR-6802-3p","","","","","",""
"FOXJ3","0.0393","0.592","0.255","3","hsa-miR-5585-3p","hsa-miR-6802-3p","hsa-miR-371b-5p","","","",""
"FOXK1","0.140","0.592","0.558","5","hsa-miR-1229-3p","hsa-miR-548h-5p","hsa-miR-4524b-5p","hsa-miR-134-3p","hsa-miR-4741","",""
"FOXL2","0.113","0.592","0.119","1","hsa-miR-1253","","","","","",""
"FOXL2NB","0.271","0.592","0.312","1","hsa-miR-7703","","","","","",""
"FOXO1","0.165","0.592","0.366","2","hsa-miR-1253","hsa-miR-4282","","","","",""
"FOXR2","0.178","0.592","0.194","1","hsa-miR-412-3p","","","","","",""
"FOXRED2","0.197","0.592","0.409","2","hsa-miR-6769b-5p","hsa-miR-1253","","","","",""
"FPR2","0.255","0.592","0.291","1","hsa-miR-371b-5p","","","","","",""
"FREM2","0.246","0.592","0.280","1","hsa-miR-371b-5p","","","","","",""
