Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
CES3,0.02409638554216864,0.0694,0.511,0.218,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
TRAF3,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-6746-5p,hsa-miR-6805-5p,,,,,,,,,
MALL,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,,
MCRIP1,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-4728-5p,hsa-miR-3184-5p,,,,,,,,,
PRSS22,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
LNX2,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-1233-5p,hsa-miR-6746-5p,,,,,,,,,
PUS3,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
RAC3,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-6802-5p,hsa-miR-4687-5p,,,,,,,,,
RCE1,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
RHOXF2B,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SAA1,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
VSIG1,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
C20orf27,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-320a,hsa-miR-3184-5p,,,,,,,,,
WNK2,0.02409638554216864,0.0562,0.468,0.194,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
CASKIN2,0.02409638554216864,0.0605,0.49,0.202,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
HIST2H2AC,0.02409638554216864,0.0605,0.49,0.202,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ZFP82,0.02409638554216864,0.0605,0.49,0.202,2,hsa-miR-4532,hsa-miR-1307-3p,,,,,,,,,
AMFR,0.02409638554216864,0.0649,0.495,0.21,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
C10orf71,0.02409638554216864,0.0649,0.495,0.21,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
G6PD,0.02409638554216864,0.0649,0.495,0.21,2,hsa-miR-4648,hsa-miR-6805-5p,,,,,,,,,
LY6E,0.02409638554216864,0.0649,0.495,0.21,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
CD4,0.02409638554216864,0.0694,0.511,0.218,2,hsa-miR-4732-5p,hsa-miR-6784-5p,,,,,,,,,
EN1,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-6746-5p,hsa-miR-3184-5p,,,,,,,,,
ARMCX6,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
C8orf82,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-4728-5p,hsa-miR-6090,,,,,,,,,
CYP11A1,0.02409638554216864,0.0441,0.433,0.17,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
CAPS,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
CCDC120,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
CD3E,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-4525,hsa-miR-6090,,,,,,,,,
LRRTM2,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
NKX2-2,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
RPS28,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-1307-3p,hsa-miR-4730,,,,,,,,,
SPEF1,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,,,
TRIM29,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-1228-5p,hsa-miR-6746-5p,,,,,,,,,
ZBED9,0.02409638554216864,0.0403,0.415,0.162,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
HIST1H2AD,0.02409638554216864,0.0441,0.433,0.17,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ARHGEF18,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-1469,hsa-miR-4675,,,,,,,,,
MYO3A,0.02409638554216864,0.0441,0.433,0.17,2,hsa-miR-4276,hsa-miR-6131,,,,,,,,,
NLRP6,0.02409638554216864,0.0441,0.433,0.17,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SETD3,0.02409638554216864,0.0441,0.433,0.17,2,hsa-miR-320a,hsa-miR-642b-3p,,,,,,,,,
SPECC1L,0.02409638554216864,0.0441,0.433,0.17,2,hsa-miR-4706,hsa-miR-4787-5p,,,,,,,,,
EIF2B5,0.02409638554216864,0.048,0.439,0.178,2,hsa-miR-1203,hsa-miR-320a,,,,,,,,,
HIST2H3C,0.02409638554216864,0.048,0.439,0.178,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
RIOK3,0.02409638554216864,0.048,0.439,0.178,2,hsa-miR-1343-3p,hsa-miR-3940-5p,,,,,,,,,
YIPF2,0.02409638554216864,0.048,0.439,0.178,2,hsa-miR-4728-5p,hsa-miR-4706,,,,,,,,,
AKNA,0.02409638554216864,0.0521,0.454,0.186,2,hsa-miR-575,hsa-miR-6746-5p,,,,,,,,,
AP5Z1,0.02409638554216864,0.125,0.6,0.307,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
LYPLA2,0.02409638554216864,0.125,0.6,0.307,2,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,,
MMP17,0.02409638554216864,0.125,0.6,0.307,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
PNMA8B,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-3184-5p,hsa-miR-6784-5p,,,,,,,,,
GJB1,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-6746-5p,hsa-miR-3184-5p,,,,,,,,,
GNL1,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-1233-5p,hsa-miR-197-5p,,,,,,,,,
GRID1,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-6131,hsa-miR-3184-5p,,,,,,,,,
HOXC4,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
KIAA0754,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-8073,hsa-miR-4728-5p,,,,,,,,,
MAPK8IP3,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-320a,hsa-miR-3184-5p,,,,,,,,,
MSANTD3,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-3184-5p,hsa-miR-1343-3p,,,,,,,,,
NCEH1,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,,,
PACSIN1,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
RANBP6,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-320a,hsa-miR-4728-5p,,,,,,,,,
DUSP4,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
SLC39A11,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-4675,hsa-miR-3184-5p,,,,,,,,,
SPAST,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
BCL10,0.02409638554216864,0.229,0.697,0.452,2,hsa-miR-197-5p,hsa-miR-4728-5p,,,,,,,,,
ESF1,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-1307-3p,hsa-miR-4728-5p,,,,,,,,,
FAM212B,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-4706,hsa-miR-4532,,,,,,,,,
GEMIN4,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
MICB,0.02409638554216864,0.229,0.697,0.452,2,hsa-miR-6805-5p,hsa-miR-4728-5p,,,,,,,,,
NKIRAS2,0.02409638554216864,0.229,0.697,0.452,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
PCP4L1,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
EP300,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
CEBPB,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-663a,hsa-miR-3184-5p,,,,,,,,,
PRRC2C,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
P4HB,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-4787-5p,hsa-miR-887-3p,,,,,,,,,
ABHD5,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-4732-5p,hsa-miR-575,,,,,,,,,
ATAD5,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-1233-5p,hsa-miR-575,,,,,,,,,
BCL2L12,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,,
BUB3,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
COLGALT1,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-4648,hsa-miR-1233-5p,,,,,,,,,
EIF1,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
HAVCR1,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-6746-5p,hsa-miR-4728-5p,,,,,,,,,
IGF2BP3,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-320a,hsa-miR-6805-5p,,,,,,,,,
NGFR,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-4728-5p,hsa-miR-4525,,,,,,,,,
PITPNA,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
APEX1,0.02409638554216864,0.211,0.697,0.428,2,hsa-miR-6805-5p,hsa-miR-3184-5p,,,,,,,,,
POLR3F,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-8073,hsa-miR-1203,,,,,,,,,
RICTOR,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-4525,hsa-miR-4728-5p,,,,,,,,,
SCRG1,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-1343-3p,hsa-miR-4728-5p,,,,,,,,,
SLC25A12,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-320a,hsa-miR-4687-5p,,,,,,,,,
SLC2A5,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-6802-5p,hsa-miR-3184-5p,,,,,,,,,
SUMF2,0.02409638554216864,0.205,0.686,0.42,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
UBE2D4,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-4728-5p,hsa-miR-1228-5p,,,,,,,,,
UFM1,0.02409638554216864,0.199,0.686,0.412,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
AP1S1,0.02409638554216864,0.217,0.697,0.436,2,hsa-miR-4276,hsa-miR-6805-5p,,,,,,,,,
PI4K2B,0.02409638554216864,0.229,0.697,0.452,2,hsa-miR-1307-3p,hsa-miR-1343-3p,,,,,,,,,
RPP25,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-4525,hsa-miR-4728-5p,,,,,,,,,
ZC3H4,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-320a,hsa-miR-4690-5p,,,,,,,,,
MAPK1IP1L,0.02409638554216864,0.241,0.7,0.469,2,hsa-miR-320a,hsa-miR-4728-5p,,,,,,,,,
FZR1,0.02409638554216864,0.253,0.7,0.485,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
HIST1H2BG,0.02409638554216864,0.277,0.7,0.517,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
HM13,0.02409638554216864,0.253,0.7,0.485,2,hsa-miR-3940-5p,hsa-miR-4532,,,,,,,,,
HOXB5,0.02409638554216864,0.241,0.7,0.469,2,hsa-miR-1343-3p,hsa-miR-4525,,,,,,,,,
HPSE,0.02409638554216864,0.271,0.7,0.509,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
IKBKG,0.02409638554216864,0.235,0.7,0.461,2,hsa-miR-6746-5p,hsa-miR-887-3p,,,,,,,,,
LEFTY1,0.02409638554216864,0.271,0.7,0.509,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
LRRC20,0.02409638554216864,0.253,0.7,0.485,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
MAGI3,0.02409638554216864,0.259,0.7,0.493,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
MRPS27,0.02409638554216864,0.271,0.7,0.509,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
FOXP1,0.02409638554216864,0.265,0.7,0.501,2,hsa-miR-320a,hsa-miR-4276,,,,,,,,,
MYH14,0.02409638554216864,0.241,0.7,0.469,2,hsa-miR-4728-5p,hsa-miR-4525,,,,,,,,,
NAV2,0.02409638554216864,0.277,0.7,0.517,2,hsa-miR-663a,hsa-miR-4728-5p,,,,,,,,,
ORC6,0.02409638554216864,0.277,0.7,0.517,2,hsa-miR-1307-3p,hsa-miR-4675,,,,,,,,,
PDRG1,0.02409638554216864,0.247,0.7,0.477,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
PLXNA1,0.02409638554216864,0.241,0.7,0.469,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
POLD3,0.02409638554216864,0.259,0.7,0.493,2,hsa-miR-4525,hsa-miR-575,,,,,,,,,
POLR2F,0.02409638554216864,0.253,0.7,0.485,2,hsa-miR-320a,hsa-miR-575,,,,,,,,,
POLR3D,0.02409638554216864,0.271,0.7,0.509,2,hsa-miR-320a,hsa-miR-4728-5p,,,,,,,,,
PPM1F,0.02409638554216864,0.259,0.7,0.493,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
FOXP4,0.02409638554216864,0.235,0.7,0.461,2,hsa-miR-4690-5p,hsa-miR-4728-5p,,,,,,,,,
FNBP1,0.02409638554216864,0.265,0.7,0.501,2,hsa-miR-4525,hsa-miR-8073,,,,,,,,,
SESTD1,0.02409638554216864,0.229,0.697,0.452,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
CFL1,0.02409638554216864,0.265,0.7,0.501,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
SINHCAF,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-320a,hsa-miR-6746-5p,,,,,,,,,
SIT1,0.02409638554216864,0.229,0.697,0.452,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
SP110,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-1307-3p,hsa-miR-4732-5p,,,,,,,,,
SYNGR2,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-320a,hsa-miR-3184-5p,,,,,,,,,
ZC3H12B,0.02409638554216864,0.223,0.697,0.444,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
ABLIM1,0.02409638554216864,0.277,0.7,0.517,2,hsa-miR-320a,hsa-miR-4276,,,,,,,,,
AJAP1,0.02409638554216864,0.277,0.7,0.517,2,hsa-miR-3184-5p,hsa-miR-4687-5p,,,,,,,,,
C1D,0.02409638554216864,0.241,0.7,0.469,2,hsa-miR-4728-5p,hsa-miR-4706,,,,,,,,,
CAMSAP2,0.02409638554216864,0.265,0.7,0.501,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
DBN1,0.02409638554216864,0.247,0.7,0.477,2,hsa-miR-4675,hsa-miR-575,,,,,,,,,
F2,0.02409638554216864,0.265,0.7,0.501,2,hsa-miR-1343-3p,hsa-miR-6746-5p,,,,,,,,,
DCAF8,0.02409638554216864,0.259,0.7,0.493,2,hsa-miR-4648,hsa-miR-1233-5p,,,,,,,,,
DIS3L,0.02409638554216864,0.241,0.7,0.469,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
DNAH10OS,0.02409638554216864,0.271,0.7,0.509,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
DOCK7,0.02409638554216864,0.271,0.7,0.509,2,hsa-miR-1307-3p,hsa-miR-4728-5p,,,,,,,,,
DVL3,0.02409638554216864,0.235,0.7,0.461,2,hsa-miR-320a,hsa-miR-8059,,,,,,,,,
EEF2K,0.02409638554216864,0.277,0.7,0.517,2,hsa-miR-1307-3p,hsa-miR-4728-5p,,,,,,,,,
EIF4A3,0.02409638554216864,0.259,0.7,0.493,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
EOGT,0.02409638554216864,0.277,0.7,0.517,2,hsa-miR-4276,hsa-miR-642b-3p,,,,,,,,,
EPM2AIP1,0.02409638554216864,0.271,0.7,0.509,2,hsa-miR-320a,hsa-miR-1233-5p,,,,,,,,,
NFASC,0.02409638554216864,0.193,0.68,0.404,2,hsa-miR-8059,hsa-miR-3184-5p,,,,,,,,,
SYNRG,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-1307-3p,hsa-miR-4783-3p,,,,,,,,,
PLCD3,0.02409638554216864,0.125,0.6,0.307,2,hsa-miR-320a,hsa-miR-4728-5p,,,,,,,,,
ZC3H11A,0.02409638554216864,0.147,0.631,0.339,2,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,,
NPHP3,0.02409638554216864,0.141,0.622,0.331,2,hsa-miR-6131,hsa-miR-8073,,,,,,,,,
PHYHIP,0.02409638554216864,0.141,0.622,0.331,2,hsa-miR-4728-5p,hsa-miR-4532,,,,,,,,,
RTL10,0.02409638554216864,0.141,0.622,0.331,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
TMEM63C,0.02409638554216864,0.141,0.622,0.331,2,hsa-miR-4728-5p,hsa-miR-6784-5p,,,,,,,,,
HIST1H2BF,0.02409638554216864,0.147,0.631,0.339,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
IGDCC4,0.02409638554216864,0.147,0.631,0.339,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
NCMAP,0.02409638554216864,0.147,0.631,0.339,2,hsa-miR-4276,hsa-miR-4728-5p,,,,,,,,,
SEPT8,0.02409638554216864,0.147,0.631,0.339,2,hsa-miR-3184-5p,hsa-miR-6090,,,,,,,,,
TRIP10,0.02409638554216864,0.147,0.631,0.339,2,hsa-miR-1343-3p,hsa-miR-1203,,,,,,,,,
ZNF445,0.02409638554216864,0.147,0.631,0.339,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
KIAA1614,0.02409638554216864,0.141,0.622,0.331,2,hsa-miR-4532,hsa-miR-1307-3p,,,,,,,,,
CYP2B6,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-4787-5p,hsa-miR-4532,,,,,,,,,
ITGB3,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-320a,hsa-miR-4728-5p,,,,,,,,,
MARCH9,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
MAT1A,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,,
PDLIM3,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-1307-3p,hsa-miR-6131,,,,,,,,,
PHC2,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
SIRPA,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
VSTM4,0.02409638554216864,0.152,0.631,0.347,2,hsa-miR-1307-3p,hsa-miR-4532,,,,,,,,,
ANG,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
NOS1AP,0.02409638554216864,0.141,0.622,0.331,2,hsa-miR-320a,hsa-miR-3184-5p,,,,,,,,,
CCDC149,0.02409638554216864,0.141,0.622,0.331,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
EFTUD2,0.02409638554216864,0.158,0.647,0.356,2,hsa-miR-1233-5p,hsa-miR-6090,,,,,,,,,
MIOX,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-4648,hsa-miR-6131,,,,,,,,,
SH3GL1,0.02409638554216864,0.125,0.6,0.307,2,hsa-miR-320a,hsa-miR-642b-3p,,,,,,,,,
TFAP2B,0.02409638554216864,0.125,0.6,0.307,2,hsa-miR-4276,hsa-miR-8073,,,,,,,,,
TGFBR3L,0.02409638554216864,0.125,0.6,0.307,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
APTX,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
ATG14,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-4783-3p,hsa-miR-1307-3p,,,,,,,,,
BAZ2B,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-4276,hsa-miR-6746-5p,,,,,,,,,
CD276,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
CTNS,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-320a,hsa-miR-1343-3p,,,,,,,,,
GRAP2,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
PSMG1,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
ZNF486,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
SNX22,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-1307-3p,hsa-miR-4787-5p,,,,,,,,,
ZBTB22,0.02409638554216864,0.13,0.609,0.315,2,hsa-miR-1233-5p,hsa-miR-1228-5p,,,,,,,,,
CDC37,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-1228-5p,hsa-miR-4728-5p,,,,,,,,,
KDELC2,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,,
MSI1,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
PPP1R15A,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
SART3,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
SNX11,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-4728-5p,hsa-miR-575,,,,,,,,,
TMEM101,0.02409638554216864,0.135,0.613,0.323,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
ARHGAP18,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
FDXACB1,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,,
SRGAP1,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-92b-5p,hsa-miR-6746-5p,,,,,,,,,
OSBPL2,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-6746-5p,hsa-miR-4728-5p,,,,,,,,,
RPL12,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
TNFRSF10A,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,,
UBE2G1,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-320a,hsa-miR-6800-5p,,,,,,,,,
ANKRD42,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-3184-5p,hsa-miR-4276,,,,,,,,,
CCSAP,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,,
IGSF6,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-4728-5p,hsa-miR-1343-3p,,,,,,,,,
KIF3B,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-8059,hsa-miR-3184-5p,,,,,,,,,
MLX,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-320a,hsa-miR-197-5p,,,,,,,,,
NDUFAF3,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-8073,hsa-miR-197-5p,,,,,,,,,
SLC30A5,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-4732-5p,hsa-miR-4532,,,,,,,,,
PSMB2,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-1307-3p,hsa-miR-4532,,,,,,,,,
TAB2,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-8059,hsa-miR-3184-5p,,,,,,,,,
ZCCHC24,0.02409638554216864,0.181,0.664,0.388,2,hsa-miR-4728-5p,hsa-miR-4687-5p,,,,,,,,,
BLOC1S3,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-6746-5p,hsa-miR-575,,,,,,,,,
FAM120AOS,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-4687-5p,hsa-miR-1307-3p,,,,,,,,,
HES6,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-320a,hsa-miR-4728-5p,,,,,,,,,
NDUFB11,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
PTGES3L,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
RAI1,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-4532,hsa-miR-6784-5p,,,,,,,,,
SCNM1,0.02409638554216864,0.187,0.676,0.396,2,hsa-miR-1228-5p,hsa-miR-4728-5p,,,,,,,,,
RABGAP1,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
PPM1D,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-4728-5p,hsa-miR-4687-5p,,,,,,,,,
HRNR,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
IRAK3,0.02409638554216864,0.169,0.658,0.372,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
KBTBD12,0.02409638554216864,0.158,0.647,0.356,2,hsa-miR-4675,hsa-miR-4728-5p,,,,,,,,,
MYBL2,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,,,
MYO6,0.02409638554216864,0.158,0.647,0.356,2,hsa-miR-320a,hsa-miR-6131,,,,,,,,,
