Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
RALGAPA1,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-4282,,,,,,
RALGAPB,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-4524b-5p,,,,,,
RAP2A,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-6802-3p,,,,,,
RASL10B,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-5591-5p,,,,,,
RASSF4,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-6847-3p,,,,,,
RASSF6,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-4722-3p,,,,,,
RBBP9,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-6847-3p,,,,,,
RBCK1,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-6769b-5p,,,,,,
POPDC2,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-6847-3p,,,,,,
POLR3E,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-218-2-3p,,,,,,
SULF2,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-5585-3p,,,,,,
PARD6G,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-4722-3p,,,,,,
PABPC1L2B,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-7703,,,,,,
PABPC4L,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-4282,,,,,,
PAIP2B,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-6829-3p,,,,,,
PAN2,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-5587-5p,,,,,,
PANK2,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-1229-3p,,,,,,
PANX1,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-548h-5p,,,,,,
PAPPA-AS1,0.017857142857142905,0.0424,0.592,0.0431,1,hsa-miR-7854-3p,,,,,,
PARS2,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-6722-3p,,,,,,
PNKD,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-412-3p,,,,,,
PAX5,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-3130-3p,,,,,,
PBRM1,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-1229-3p,,,,,,
PBX1,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-4722-3p,,,,,,
PCBD1,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-6722-3p,,,,,,
PCDHB16,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-5585-3p,,,,,,
PCK1,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-7151-5p,,,,,,
PCNX1,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-4282,,,,,,
P3H2,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-7854-3p,,,,,,
OXSR1,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-7151-5p,,,,,,
OXGR1,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-371b-5p,,,,,,
OVOL1,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-7854-3p,,,,,,
NT5C1B-RDH14,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-6829-3p,,,,,,
NUBPL,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-5587-5p,,,,,,
NUDCD2,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-6847-3p,,,,,,
NUDT18,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-6829-3p,,,,,,
NUP210,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-1229-3p,,,,,,
NUP214,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-6847-3p,,,,,,
NUTF2,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-4282,,,,,,
NXPE3,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-1229-3p,,,,,,
ODF2L,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-4524b-5p,,,,,,
OGFOD3,0.017857142857142905,0.0831,0.592,0.0862,1,hsa-miR-4722-3p,,,,,,
OMD,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-371b-5p,,,,,,
OR51E2,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-7703,,,,,,
OSBPL8,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-412-3p,,,,,,
OSCAR,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-4524b-5p,,,,,,
OTUD5,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-6722-3p,,,,,,
PCSK2,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-660-5p,,,,,,
PCYT1A,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-5587-5p,,,,,,
PCYT2,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-3130-3p,,,,,,
PHYKPL,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-6769b-5p,,,,,,
PIM2,0.017857142857142905,0.204,0.592,0.226,1,hsa-miR-1253,,,,,,
PIP5K1C,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-7703,,,,,,
PITPNB,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-1229-3p,,,,,,
PKDREJ,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-371b-5p,,,,,,
PKNOX2,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-6829-3p,,,,,,
PKP1,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-371b-5p,,,,,,
PLA2G2D,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-1253,,,,,,
PLA2G4E,0.017857142857142905,0.063,0.592,0.0646,1,hsa-miR-4282,,,,,,
PLA2G7,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-4282,,,,,,
PLCB4,0.017857142857142905,0.0424,0.592,0.0431,1,hsa-miR-412-3p,,,,,,
PLEKHH1,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-6847-3p,,,,,,
PLEKHM2,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-4722-3p,,,,,,
PLEKHO1,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-4722-3p,,,,,,
PLET1,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-548h-5p,,,,,,
PLXNA2,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-1253,,,,,,
PIK3C2A,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-371b-5p,,,,,,
PHRF1,0.017857142857142905,0.0424,0.592,0.0431,1,hsa-miR-1229-3p,,,,,,
PDE10A,0.017857142857142905,0.103,0.592,0.108,1,hsa-miR-7151-5p,,,,,,
PHLDA2,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-6722-3p,,,,,,
PDE1A,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-5587-5p,,,,,,
PDE6A,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-5587-5p,,,,,,
PDE6B,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-6847-3p,,,,,,
PDPR,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-6722-3p,,,,,,
PDS5A,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-4282,,,,,,
PDZD4,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-4749-5p,,,,,,
PDZRN4,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-4282,,,,,,
PEG3,0.017857142857142905,0.0214,0.592,0.0215,1,hsa-miR-412-3p,,,,,,
PEX7,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-548h-5p,,,,,,
PGGT1B,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-4282,,,,,,
PHC1,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-1229-3p,,,,,,
PHF14,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-5585-3p,,,,,,
PHF20,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-6802-3p,,,,,,
PHF21A,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-6722-3p,,,,,,
PHGDH,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-1229-3p,,,,,,
RGR,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-7151-5p,,,,,,
RGS16,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-7703,,,,,,
RGS19,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-6847-3p,,,,,,
SLFN13,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-6829-3p,,,,,,
SLC38A5,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-6829-3p,,,,,,
SLC39A1,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-1227-5p,,,,,,
SLC39A7,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-1229-3p,,,,,,
SLC3A2,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-412-3p,,,,,,
SLC5A2,0.017857142857142905,0.103,0.592,0.108,1,hsa-miR-6802-3p,,,,,,
SLC9A3,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-4749-5p,,,,,,
SLC9A4,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-548h-5p,,,,,,
SLFN5,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-6847-3p,,,,,,
RHD,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-371b-5p,,,,,,
SLIT3,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-218-2-3p,,,,,,
SLITRK3,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-3130-3p,,,,,,
SMAGP,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-6829-3p,,,,,,
SMARCC1,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-3130-3p,,,,,,
SMN1,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-660-5p,,,,,,
SMN2,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-660-5p,,,,,,
SMOC2,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-6722-3p,,,,,,
SLC38A4,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-6722-3p,,,,,,
SLC35B3,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-6829-3p,,,,,,
SLC2A8,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-4741,,,,,,
SLC28A2,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-4722-3p,,,,,,
SIN3B,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-4722-3p,,,,,,
SIRPB2,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-371b-5p,,,,,,
SIRPG,0.017857142857142905,0.063,0.592,0.0646,1,hsa-miR-6722-3p,,,,,,
SIX5,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-6769b-5p,,,,,,
SKA2,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-1253,,,,,,
SKP1,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-4282,,,,,,
SLC12A5,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-7703,,,,,,
SLC13A4,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-7854-3p,,,,,,
SLC16A13,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-1229-3p,,,,,,
SLC16A3,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-4722-3p,,,,,,
SLC16A6,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-4282,,,,,,
SLC22A9,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-6829-3p,,,,,,
SLC23A1,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-6829-3p,,,,,,
SLC25A15,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-4722-3p,,,,,,
SLC25A23,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-6722-3p,,,,,,
SMYD2,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-1253,,,,,,
SMYD5,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-1227-5p,,,,,,
SNIP1,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-4722-3p,,,,,,
SRP72,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-1229-3p,,,,,,
SRRM1,0.017857142857142905,0.0731,0.592,0.0754,1,hsa-miR-4282,,,,,,
SS18L1,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-5587-5p,,,,,,
SSH3,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-7703,,,,,,
ST3GAL2,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-6829-3p,,,,,,
STAMBP,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-218-2-3p,,,,,,
STAMBPL1,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-412-3p,,,,,,
STAR,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-3130-3p,,,,,,
STARD3NL,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-412-3p,,,,,,
STAT5B,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-1229-3p,,,,,,
STAU1,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-218-2-3p,,,,,,
STEAP3,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-7854-3p,,,,,,
STIP1,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-6722-3p,,,,,,
STK11,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-4722-3p,,,,,,
STK25,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-7151-5p,,,,,,
STK32A,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-7703,,,,,,
SRPK2,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-4282,,,,,,
SRP54,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-1253,,,,,,
SNRPB2,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-4524b-5p,,,,,,
SRP14,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-6847-3p,,,,,,
SNX12,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-1229-3p,,,,,,
SOBP,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-218-2-3p,,,,,,
SORBS2,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-6829-3p,,,,,,
SORBS3,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-1229-3p,,,,,,
SORL1,0.017857142857142905,0.0214,0.592,0.0215,1,hsa-miR-1229-3p,,,,,,
SOWAHA,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-6769b-5p,,,,,,
SPART,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-6769b-5p,,,,,,
SPATA3,0.017857142857142905,0.0731,0.592,0.0754,1,hsa-miR-5585-3p,,,,,,
SPECC1,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-6847-3p,,,,,,
SPECC1L,0.017857142857142905,0.204,0.592,0.226,1,hsa-miR-4749-5p,,,,,,
SPIC,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-4722-3p,,,,,,
SPIDR,0.017857142857142905,0.0831,0.592,0.0862,1,hsa-miR-4282,,,,,,
SPNS3,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-4722-3p,,,,,,
SPOUT1,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-1229-3p,,,,,,
SPRTN,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-7151-5p,,,,,,
SIM2,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-371b-5p,,,,,,
SIGLEC12,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-4749-5p,,,,,,
SIAH3,0.017857142857142905,0.204,0.592,0.226,1,hsa-miR-1253,,,,,,
RPL7A,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-1229-3p,,,,,,
RPS15,0.017857142857142905,0.103,0.592,0.108,1,hsa-miR-1229-3p,,,,,,
RPS23,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-4282,,,,,,
RPS3,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-4282,,,,,,
RPS4X,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-4722-3p,,,,,,
RPS6KB1,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-1253,,,,,,
RPS9,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-412-3p,,,,,,
RPTN,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-1227-5p,,,,,,
RS1,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-4524b-5p,,,,,,
RSL24D1,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-4524b-5p,,,,,,
RTCB,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-371b-5p,,,,,,
RTL6,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-1229-3p,,,,,,
RTN4,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-4524b-5p,,,,,,
RUVBL2,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-1229-3p,,,,,,
RXRA,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-4722-3p,,,,,,
S100A11,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-7854-3p,,,,,,
RPP40,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-4282,,,,,,
RPL3L,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-371b-5p,,,,,,
SAE1,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-1229-3p,,,,,,
RPL3,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-1229-3p,,,,,,
RHNO1,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-7703,,,,,,
RHOJ,0.017857142857142905,0.0424,0.592,0.0431,1,hsa-miR-6847-3p,,,,,,
RHOQ,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-5587-5p,,,,,,
RHPN2,0.017857142857142905,0.204,0.592,0.226,1,hsa-miR-7703,,,,,,
RIMBP2,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-371b-5p,,,,,,
RIMBP3C,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-6722-3p,,,,,,
RND2,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-6802-3p,,,,,,
RNF145,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-412-3p,,,,,,
RNF168,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-5587-5p,,,,,,
RNF222,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-7151-5p,,,,,,
RORB,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-4282,,,,,,
RPAP1,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-6722-3p,,,,,,
RPGRIP1L,0.017857142857142905,0.032,0.592,0.0323,1,hsa-miR-1229-3p,,,,,,
RPL22,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-5591-5p,,,,,,
RPL23,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-7703,,,,,,
SAA1,0.017857142857142905,0.23,0.592,0.259,1,hsa-miR-6769b-5p,,,,,,
SAFB,0.017857142857142905,0.063,0.592,0.0646,1,hsa-miR-1229-3p,,,,,,
SHROOM4,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-4722-3p,,,,,,
SEMA3F,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-4749-5p,,,,,,
SENP5,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-6722-3p,,,,,,
SENP8,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-4722-3p,,,,,,
SEPT9,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-5587-5p,,,,,,
SERPING1,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-7703,,,,,,
SF3A3,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-3130-3p,,,,,,
SF3B1,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-4722-3p,,,,,,
SFPQ,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-1229-3p,,,,,,
SFTPB,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-5587-5p,,,,,,
SGK3,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-5587-5p,,,,,,
SGSM1,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-371b-5p,,,,,,
SGTA,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-7151-5p,,,,,,
SH2D5,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-4722-3p,,,,,,
SH3BGRL3,0.017857142857142905,0.204,0.592,0.226,1,hsa-miR-4749-5p,,,,,,
SHMT2,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-134-3p,,,,,,
SHROOM3,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-6847-3p,,,,,,
SEMA5A,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-6722-3p,,,,,,
SEM1,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-548h-5p,,,,,,
SALL2,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-6722-3p,,,,,,
SELENOS,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-5591-5p,,,,,,
SAMHD1,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-4722-3p,,,,,,
SAPCD2,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-6829-3p,,,,,,
SARS,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-6722-3p,,,,,,
SASH1,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-7703,,,,,,
SCAMP3,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-1227-5p,,,,,,
SCAMP5,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-1229-3p,,,,,,
SCN8A,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-412-3p,,,,,,
SCRT1,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-6769b-5p,,,,,,
SDAD1,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-548h-5p,,,,,,
SDK1,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-1253,,,,,,
SEC14L5,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-371b-5p,,,,,,
SEC22A,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-4722-3p,,,,,,
SEC23A,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-4282,,,,,,
SEC61A2,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-6802-3p,,,,,,
SELENOF,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-5585-3p,,,,,,
